prompt,reference_answer,answer,latency_seconds,hallucination_score,is_correct
Are these symptoms indicative of addiction?,No,"To determine if symptoms are indicative of addiction, I'll need to know what the symptoms are. Please provide the specific symptoms you're concerned about.",0.9014477729797364,0,1
Should mesalamine delayed-release tablets be taken with food?,"No, they should be taken at least 1 hour before and 2 hours after a meal.","Yes, mesalamine delayed-release tablets should be taken with food to enhance absorption.",0.548884391784668,100,0
What are the inactive ingredients present in these amitriptyline HCl tablets?,"The inactive ingredients present in these amitriptyline HCl tablets include colloidal anhydrous silica, croscarmellose sodium, lactose (monohydrate), lecithin, magnesium stearate, microcrystalline cellulose, polyvinyl alcohol, iron oxide red, talc, titanium dioxide and xanthan gum.","I can't provide a specific list of inactive ingredients for amitriptyline HCl tablets as there are many different formulations available. However, I can tell you that the inactive ingredients may include:

* Microcrystalline cellulose
* Crospovidone
* Povidone
* Stearic acid
* Magnesium stearate
* Silicon dioxide
* Opadry II White (hypromellose, lactose monohydrate, titanium dioxide, triacetin)

Please note that the inactive ingredients may vary depending on the specific brand and formulation of the amitriptyline HCl",3.7891788482666016,75,0
"Is it appropriate to crush, divide, or chew Zolpidem Tartrate tablets before administration?",No,"No, it is not recommended to crush, divide, or chew Zolpidem Tartrate tablets. They should be swallowed whole with the aid of water.",1.0298166275024414,25,1
In what circumstances is the use of Omeprazole delayed-release capsules contraindicated?,Omeprazole delayed-release capsules are contraindicated in patients with known hypersensitivity reactions to the formulation or any substituted benzimidazole.,"Omeprazole delayed-release capsules are contraindicated in patients with:

* Hypersensitivity to omeprazole or any component of the formulation
* Patients with known or suspected bleeding from the esophagus, stomach, or intestines
* Patients with a history of severe liver disease or liver damage
* Patients with a history of severe kidney disease or kidney damage
* Patients taking rilpivirine or atazanavir, as omeprazole may decrease their effectiveness.",3.0830256938934326,100,0
"Can systemic effects occur if Hydrocortisone Valerate Cream USP, 0.2% is applied topically in large amounts?",Yes,"Yes, systemic effects can occur if Hydrocortisone Valerate Cream USP, 0.2% is applied topically in large amounts.",0.9598720073699952,0,1
How many milligrams of clavulanic acid are in the 5 mL of reconstituted oral suspension with 200 mg amoxicillin?,28.5 mg,"According to the typical formulation, the 5 mL of reconstituted oral suspension of Augmentin (amoxicillin-clavulanate) contains 200 mg of amoxicillin and 28.5 mg of clavulanic acid.",1.5674169063568115,0,1
What is the effect of Famotidine on the pH of the duodenal juice in the fasting state?,Famotidine increases the pH of the duodenal juice in the fasting state by decreasing gastric acid secretion.,"Famotidine, a histamine H2-receptor antagonist, decreases the pH of duodenal juice in the fasting state by reducing gastric acid secretion.",0.9961943626403807,100,0
What is the risk of taking Olmesartan Medoxomil during pregnancy?,The use of Olmesartan Medoxomil during pregnancy is contraindicated due to the risk of fetal injury and death.,"According to the FDA, Olmesartan Medoxomil, an angiotensin II receptor antagonist, is contraindicated in pregnancy due to the risk of fetal harm, including hypotension, oliguria, anuria, and even death.",1.6198649406433103,25,1
What is the molecular weight of Lisinopril?,441.53,The molecular weight of Lisinopril is 441.43 g/mol.,0.5212531089782715,25,1
What is the maximum dosage that can be reached with the recommended dosage increase schedule?,The maximum dosage that can be reached with the recommended dosage increase schedule is eight tablets of carbidopa and levodopa 25 mg/100 mg a day.,"I'm not able to provide specific information on dosage schedules or maximum dosages for medications without knowing the name of the medication. If you could provide the name of the medication, I would be happy to try and assist you further.",1.4156091213226318,0,1
Is prasugrel hydrochloride specifically mentioned to demonstrate antiplatelet activity in patients with acute coronary syndrome?,Yes,"Yes, prasugrel hydrochloride is specifically mentioned to demonstrate antiplatelet activity in patients with acute coronary syndrome.",0.7912533283233643,25,1
How many tablets of Inert should be taken per day?,One,"I can't provide medical advice. If you have questions about medication, I recommend consulting a healthcare professional. Is there anything else I can help you with?",0.957167148590088,0,1
What is the recommended action for patients with a history of dyskinesia before administering Trimipramine Maleate?,Yes,"For patients with a history of dyskinesia, it is recommended to use caution when administering Trimipramine Maleate, a tricyclic antidepressant. A lower dose may be necessary, and the patient should be closely monitored for signs of worsening dyskinesia, such as involuntary movements.",1.896150827407837,100,0
What is the volume of the sterile liquid suspension in each single-dose vial of Budesonide inhalation suspension?,Each single-dose vial of Budesonide inhalation suspension contains 2 mL of sterile liquid suspension.,"According to the FDA label, the volume of the sterile liquid suspension in each single-dose vial of Budesonide inhalation suspension (Pulmicort Respules) is 0.5 mL.",1.3168737888336182,100,0
What are the indicated uses of Quetiapine Fumarate?,"Quetiapine Fumarate is indicated for the treatment of Schizophrenia, Bipolar I disorder manic episodes, and Bipolar disorder, depressive episodes.","Quetiapine Fumarate is indicated for the treatment of:

* Schizophrenia
* Bipolar disorder (manic episodes associated with bipolar I disorder, as an adjunct to lithium or valproate)
* Major depressive disorder (as an adjunct to antidepressants in patients who have not responded to antidepressant therapy alone)
* Bipolar depression (as a monotherapy or as an adjunct to lithium or valproate)
* Major depressive disorder in patients with generalized anxiety disorder.",2.9195187091827397,100,0
"What is the warning associated with Ceftriaxone use in premature neonates, particularly those with jaundice?","The warning is that Ceftriaxone use can increase the risk of bilirubin encephalopathy in premature neonates, especially those with jaundice.","Ceftriaxone use in premature neonates, particularly those with jaundice, is associated with a risk of kernicterus due to displacement of bilirubin from albumin binding sites by the antibiotic.",1.3502912521362305,0,1
Can Fluorouracil be administered in the same intravenous line concomitantly with other medicinal products?,No,"According to the FDA and other reputable sources, Fluorouracil (5-FU) should not be administered in the same intravenous line as other medicinal products, especially those that are alkaline in nature, as it can cause precipitation and reduce the efficacy of the medication.",1.71866774559021,75,0
What is the concentration of doxorubicin free base in the 100 mL vial?,200 mg/100 mL,I can't provide specific information on the concentration of doxorubicin free base in a 100 mL vial. Is there anything else I can help you with?,1.0521175861358645,0,1
Does indomethecin show toxicity in non-clinical studies?,Yes,"Yes, indomethacin has shown toxicity in non-clinical studies, including liver and kidney damage, gastrointestinal ulcers, and reproductive toxicity.",0.9405367374420166,100,0
Is there a specific antidote for atorvastatin calcium overdose?,No,There is no specific antidote for atorvastatin calcium overdose. Treatment is generally supportive and focused on managing symptoms.,0.7928881645202637,0,1
Does Olanzapine increase or decrease gastric motility?,Olanzapine decreases gastric motility,Olanzapine can decrease gastric motility.,0.343686580657959,0,1
What is the apparent volume of distribution of diclofenac?,1.4 L/kg,The apparent volume of distribution (Vd) of diclofenac is approximately 1.3-2.9 L/kg.,0.8402340412139893,75,0
Does alprazolam have any nonclinical toxicities reported?,Yes,"Yes, alprazolam has been reported to have nonclinical toxicities, including:

*   Sedation
*   Drowsiness
*   Dizziness
*   Headache
*   Fatigue
*   Memory impairment
*   Confusion
*   Slurred speech
*   Ataxia
*   Coordination problems

These effects are generally dose-dependent and can be more pronounced in elderly patients or those with pre-existing medical conditions.",2.858252048492432,100,0
Does levofloxacin have nonclinical toxicity studies in animal models?,Yes,"Yes, levofloxacin has undergone nonclinical toxicity studies in animal models.",0.5222790241241455,0,1
Does the clinical pharmacology of quetiapine fumarate involve inhibition of the reuptake of norepinephrine and serotonin?,Yes,"No, the clinical pharmacology of quetiapine fumarate primarily involves antagonism of serotonin receptors, particularly 5-HT2A, and to a lesser extent, dopamine receptors. It does not significantly inhibit the reuptake of norepinephrine or serotonin.",1.706228256225586,100,0
Should dicloxacillin be taken before or after meals?,Dicloxacillin should be taken at least 1 hour before or 2 hours after meals.,Dicloxacillin should be taken with food to enhance absorption.,0.4322848320007324,100,0
Is Carisoprodol classified as a controlled substance in the United States?,Yes,"Yes, Carisoprodol is a Schedule IV controlled substance in the United States.",0.5748066902160645,0,1
Does the Ramipril clinical pharmacology section mention any specific organ where its metabolism occurs?,No,"Yes, the Ramipril clinical pharmacology section mentions that Ramipril is metabolized in the liver.",0.6923942565917969,100,0
What should be done if early toxic symptoms of lithium are observed?,Patients and their families should discontinue the drug and inform the physician immediately if early toxic symptoms occur.,"If early toxic symptoms of lithium are observed, the patient should be immediately removed from the medication and medical attention should be sought.",0.7909448146820068,0,1
How many 75 mg bexarotene capsules are needed for a patient with a body surface area of 1.13 m2?,5,"To calculate the dose, we need to use the recommended dose of bexarotene, which is 300 mg/m2/day.

For a patient with a body surface area of 1.13 m2, the dose would be:

300 mg/m2/day x 1.13 m2 = 339 mg/day

Since the capsules are 75 mg each, the number of capsules needed per day would be:

339 mg / 75 mg = 4.52 capsules

So, approximately 5 capsules per day would be needed.",3.351005792617798,0,1
Is metoprolol tartrate injection used for the treatment of hypertension?,No,"Yes, metoprolol tartrate injection is used for the treatment of hypertension.",0.5783720016479492,100,0
What are the indications for using Fluconazole tablets?,"Fluconazole tablets are indicated for the treatment of vaginal candidiasis, oropharyngeal and esophageal candidiasis, cryptococcal meningitis, and to decrease the incidence of candidiasis in patients undergoing bone marrow transplantation who receive cytotoxic chemotherapy and/or radiation therapy. They are also effective for the treatment of Candida urinary tract infections and Candida infections of the skin.","Fluconazole tablets are indicated for the treatment of:

* Vaginal candidiasis (yeast infection)
* Oropharyngeal and esophageal candidiasis
* Urinary tract infections caused by Candida
* Systemic candidiasis (invasive candidiasis)
* Cryptococcal meningitis
* Prophylaxis of candidal infections in patients undergoing bone marrow transplantation
* Prophylaxis of candidal infections in patients undergoing surgery",2.8819398880004883,25,1
What is the maximum duration of controlled studies for Maintenance of Healing of EE?,Controlled studies do not extend beyond 6 months,I don't have the information on the maximum duration of controlled studies for Maintenance of Healing of EE (Esophageal Erosions).,0.8519408702850342,0,1
"According to the indications and usage of Altoprev, when should lipid-altering agents, such as Altoprev, be used?","Lipid-altering agents, such as Altoprev, should be used as a component of multiple risk factor intervention in individuals who require modifications of their lipid profile. Drug therapy is recommended as an adjunct to a diet restricted in saturated fat and cholesterol only when the response to diet and other non-pharmacological measures has been inadequate.","According to the indications and usage of Altoprev (lovastatin), lipid-altering agents, such as Altoprev, should be used as adjunctive therapy to diet to reduce elevated total cholesterol, LDL-C, Apo B, and triglycerides and to increase HDL-C in patients with primary hypercholesterolemia (heterozygous familial and nonfamilial) and mixed dyslipidemia.",2.659764051437378,75,0
In which population has the antidepressant action of Citalopram HBr been studied?,The antidepressant action of Citalopram HBr has been studied in outpatients whose diagnosis corresponded most closely to the DSM-III and DSM-III-R category of major depressive disorder.,"Citalopram HBr, an SSRI, has been studied in various populations, including:

* Adults with major depressive disorder
* Adolescents (12-17 years) with major depressive disorder
* Elderly patients with major depressive disorder
* Patients with generalized anxiety disorder
* Patients with panic disorder
* Patients with social anxiety disorder

It's worth noting that the specific population and dosage may vary depending on the study.",2.668492794036865,100,0
What is the dosage strength of the Raloxifene Hydrochloride tablets?,60 mg,The dosage strength of Raloxifene Hydrochloride tablets is 60 mg.,0.5822484493255615,0,1
Can Sulindac cause Metabolic adverse reactions?,"Yes, Hyperkalemia.","Yes, Sulindac, a nonsteroidal anti-inflammatory drug (NSAID), can cause metabolic adverse reactions, including:

* Hypoglycemia (low blood sugar)
* Hyperkalemia (high potassium levels)
* Hyperuricemia (high uric acid levels)
* Hyperlipidemia (high cholesterol and triglycerides)

These reactions are potential side effects of Sulindac, but not everyone who takes the medication will experience them.",2.8539626598358154,75,0
What is the chemical description of Alendronate sodium?,Alendronate sodium is chemically described as (4-amino-1-hydroxybutylidene) bisphosphonic acid monosodium salt trihydrate.,"Alendronate sodium is a bisphosphonate, specifically a pyridinyl bisphosphonate, with the chemical formula C4H12NNaO7P2.",1.2402491569519043,100,0
Are there any clinical studies that demonstrate the effectiveness of METFORMIN HYDROCHLORIDE in combination with a sulfonylurea in treating type 2 diabetes?,Yes,"Yes, several clinical studies have demonstrated the effectiveness of metformin hydrochloride in combination with a sulfonylurea in treating type 2 diabetes. 

Examples include:

* The UKPDS (United Kingdom Prospective Diabetes Study) 24, which showed that metformin plus sulfonylurea was more effective than sulfonylurea alone in reducing HbA1c levels.
* The ADOPT (A Diabetes Outcome Progression Trial) study, which found that metformin plus sulfonylurea was more effective than sulfonylurea alone in achieving HbA1c targets",3.817396640777588,75,0
What is the primary therapeutic action of Ondansetron Hydrochloride?,The primary therapeutic action of Ondansetron Hydrochloride is to inhibit nausea and vomiting.,"The primary therapeutic action of Ondansetron Hydrochloride is as a serotonin 5-HT3 receptor antagonist, which helps to prevent nausea and vomiting caused by chemotherapy, radiation therapy, and surgery.",1.2695083618164062,25,1
What is the empirical formula of Lisinopril?,C21H31N3O5,The empirical formula of Lisinopril is C21H29N3O5.,0.581963062286377,100,0
What is the physical appearance of carisoprodol?,"Carisoprodol is a white, crystalline powder, having a mild, characteristic odor and a bitter taste.","Carisoprodol is a white, odorless, crystalline powder.",0.5225021839141846,75,0
What is the risk of giving eplerenone to patients who are also taking digoxin or beta-blockers?,Increased risk of hyperkalemia.,"Eplerenone, a potassium-sparing diuretic, can increase the risk of hyperkalemia when used with digoxin or beta-blockers. Monitor potassium levels closely in patients taking these medications concurrently.",1.3591434955596924,0,1
"According to the 'CLINICAL PHARMACOLOGY' section, does oxycodone and acetaminophen have a synergistic effect in pain relief?",Yes,"According to the CLINICAL PHARMACOLOGY section, oxycodone and acetaminophen have a synergistic effect in pain relief.",0.9699738025665284,0,1
What is the chemical name for indinavir sulfate?,"The chemical name for indinavir sulfate is 1(1S,R,S,N,H,erythro-Indinavir sulfate.","The chemical name for indinavir sulfate is (3S)-N-[(2S)-1-(2,5-Dioxo-1-pyrrolidinyl)-2-phenylethyl]-3-[(1,1-dimethylethyl)amino]-2-hydroxybutanamide sulfate.",2.060016632080078,100,0
What should be done when contemplating the combined therapy of MAO inhibitors or tricyclic antidepressants and hydrocodone preparations?,The dose of one or both agents should be reduced,"When contemplating the combined therapy of MAO inhibitors or tricyclic antidepressants and hydrocodone preparations, it is recommended to exercise extreme caution and consider the following:

*   Consult with a healthcare professional to assess the risks and benefits of combining these medications.
*   MAO inhibitors and tricyclic antidepressants can increase the risk of serotonin syndrome, a potentially life-threatening condition, when combined with hydrocodone.
*   Monitor patients closely for signs of serotonin syndrome, such as confusion, agitation, rapid heart rate, and changes in blood pressure.
*   Consider alternative treatments or adjust the dosage of these medications under close medical supervision",3.812923431396485,100,0
"What is the total caloric value, in kcal/L, provided by dextrose, lipid, phospholipid, and glycerin in PERIKABIVEN?",700,"According to the manufacturer's information, PERIKABIVEN is a parenteral nutrition solution that contains:

* Dextrose (glucose): 1.1 kcal/mL
* Lipid (intralipid): 1.1 kcal/mL
* Phospholipid: negligible caloric contribution
* Glycerin: negligible caloric contribution

The total caloric value of PERIKABIVEN is approximately 2.2 kcal/mL.",2.788130760192871,100,0
Does Tramadol hydrochloride have a therapeutic effect on pain associated with peripheral nerve block?,Yes,"Yes, Tramadol hydrochloride is a centrally acting analgesic that can provide pain relief for peripheral nerve block-related pain.",0.8442134857177734,25,1
Is there an increased risk of next day impairment with the 1 mg dose of Eszopiclone?,"No, the increased risk of next day impairment is associated with the 2 mg and 3 mg doses of Eszopiclone.","According to the FDA label, the 1 mg dose of Eszopiclone is not associated with a significant risk of next-day impairment.",0.909919023513794,75,0
What are the available strengths of Divalproex sodium delayed-release tablets?,"Divalproex sodium delayed-release tablets are available as 125 mg, 250 mg, and 500 mg tablets.","The available strengths of Divalproex sodium delayed-release tablets are 125 mg, 250 mg, and 500 mg.",0.8210554122924805,0,1
What is the recommended dosage of Pirfenidone?,"The recommended dosage of Pirfenidone is 801 mg three times daily (2,403 mg/day).","The recommended dosage of Pirfenidone for idiopathic pulmonary fibrosis (IPF) is:

* 267 mg three times a day, taken orally, with food
* The maximum daily dose is 801 mg
* The treatment should be continued as long as the patient benefits from it, with regular monitoring of liver function and other potential side effects.",2.17933988571167,100,0
Is creatinine clearance value a factor to consider in adjusting Gabapentin dose for elderly patients?,Yes,"Yes, creatinine clearance is a factor to consider when adjusting Gabapentin dose for elderly patients, as it is primarily excreted unchanged in the urine and renal impairment can affect its clearance.",1.197831392288208,0,1
What is the effect of rosiglitazone on HDL levels in patients with type 2 diabetes?,Rosiglitazone increases HDL levels in patients with type 2 diabetes.,"Rosiglitazone, a thiazolidinedione, has been shown to decrease HDL (good) cholesterol levels in patients with type 2 diabetes.",1.029158115386963,100,0
What are the most common adverse reactions reported in patients with hypertension who took Ramipril?,"The most common adverse reactions in patients with hypertension included headache, dizziness, fatigue, and cough.","Common adverse reactions reported in patients with hypertension who took Ramipril include:

* Cough
* Dizziness
* Headache
* Fatigue
* Diarrhea
* Nausea
* Increased potassium levels (hyperkalemia)
* Increased creatinine levels (indicative of kidney function impairment)

These reactions are typically mild to moderate in severity.",2.233258008956909,25,1
For how many days should moxifloxacin ophthalmic solution be used?,7,Moxifloxacin ophthalmic solution is typically used for 7 days.,0.5581820011138916,0,1
Does the DRUG ABUSE AND DEPENDENCE section of Tramadol hydrochloride's FDA label mention the potential for physical dependence?,Yes,"Yes, the DRUG ABUSE AND DEPENDENCE section of Tramadol hydrochloride's FDA label does mention the potential for physical dependence.",0.9354987144470216,0,1
What is the recommended action for patients with a history of menstrual disorder before administering Trimipramine Maleate?,Yes,"For patients with a history of menstrual disorder, it is recommended to use caution when administering Trimipramine Maleate, as it may exacerbate or trigger menstrual irregularities.",1.0887093544006348,100,0
Is there a warning regarding fluid and electrolyte imbalance in the Dextrose precautions section?,Yes,"Yes, there is a warning regarding fluid and electrolyte imbalance in the Dextrose (glucose) precautions section.",0.7613263130187988,0,1
Does the FDA labeling of Tavaborole mention its use in geriatric population?,No,"Yes, the FDA labeling of Tavaborole (Kerydin) mentions its use in geriatric patients, stating that there is no age-related pharmacokinetic differences and no dosage adjustment is required in elderly patients.",1.3507139682769775,100,0
How should the dosage of Lisdexamfetamine Dimesylate be increased for treating moderate to severe BED in adults?,The dosage of Lisdexamfetamine Dimesylate for treating moderate to severe BED in adults should be titrated in increments of 20 mg at approximately weekly intervals.,"For treating moderate to severe binge eating disorder (BED) in adults, the dosage of Lisdexamfetamine Dimesylate (Vyvanse) should be increased in increments of 10 mg every 1-2 weeks, up to a maximum dose of 50 mg per day.",1.792453050613403,100,0
What are the most common adverse reactions associated with Losartan Potassium?,"The most common adverse reactions associated with Losartan Potassium are dizziness, upper respiratory infection, nasal congestion, and back pain.","Common adverse reactions associated with Losartan Potassium include:

* Dizziness
* Headache
* Fatigue
* Cough
* Diarrhea
* Nausea
* Dizziness
* Edema (swelling)
* Back pain
* Abdominal pain

These are based on data from clinical trials and post-marketing reports.",2.2268433570861816,75,0
How should the dosage of Pirfenidone be modified when used with strong CYP1A2 inhibitors?,The dosage of Pirfenidone should be reduced to 267 mg three times a day (801 mg/day) when used with strong CYP1A2 inhibitors.,"When used with strong CYP1A2 inhibitors, the dosage of Pirfenidone should be reduced to 267 mg twice daily.",0.8778080940246582,100,0
Can ciclesonide cause pregnancy and lactation effects?,Not specified in the section provided,"Ciclesonide, an inhaled corticosteroid, is generally considered safe during pregnancy and lactation. However, as with any medication, it's recommended to use it under the guidance of a healthcare provider.",1.339325189590454,100,0
Is caffeine citrate soluble in water?,Yes,"Yes, caffeine citrate is soluble in water.",0.3425536155700683,0,1
What is the indicated use of Propranolol Hydrochloride?,The indicated use of Propranolol Hydrochloride cannot be determined solely from the provided section.,"Propranolol Hydrochloride is indicated for the treatment of:

* Hypertension
* Angina pectoris
* Migraine prophylaxis
* Essential tremor
* Thyrotoxicosis
* Supraventricular tachycardia
* Anxiety (performance anxiety, stage fright)
* Migraine prophylaxis
* Pheochromocytoma (to control symptoms)

It is also used off-label for other conditions, such as performance anxiety, social anxiety, and akathisia.",3.3058111667633057,100,0
What gastrointestinal symptoms have been reported as adverse reactions of Nystatin?,Diarrhea||Gastrointestinal distress||Nausea||Vomiting||Burning of the mouth,"Nystatin, an antifungal medication, can cause gastrointestinal symptoms as adverse reactions, including:

* Nausea
* Vomiting
* Diarrhea
* Abdominal pain
* Bloating
* Flatulence

These symptoms are usually mild and temporary.",1.7453818321228027,75,0
What is the indication for Bupropion Hydrochloride Extended-Release Tablets?,Bupropion hydrochloride extended-release tablets are indicated as an aid to smoking cessation treatment.,"Bupropion Hydrochloride Extended-Release Tablets are indicated for the treatment of:

* Major depressive disorder (MDD)
* Seasonal affective disorder (SAD)
* Attention deficit hyperactivity disorder (ADHD) as an adjunct to a regimen of behavior modification and psychosocial support in adults and children 6 years and older.",2.135771512985229,100,0
What is a potential interaction when Amitriptyline Hydrochloride is used with monoamine oxidase inhibitors?,A potential interaction when Amitriptyline Hydrochloride is used with monoamine oxidase inhibitors is the development of severe or fatal reactions.,A potential interaction when Amitriptyline Hydrochloride (a tricyclic antidepressant) is used with Monoamine Oxidase Inhibitors (MAOIs) is serotonin syndrome.,1.2369749546051023,50,1
What precautions should be taken when administering pentetate calcium trisodium via nebulization?,"Patients should be advised to avoid swallowing any expectorant after nebulization therapy, as some individuals may experience respiratory adverse events after inhalation therapy.","When administering pentetate calcium trisodium via nebulization, the following precautions should be taken:

*   Use a sterile nebulizer and sterile water for reconstitution.
*   Wear gloves and a mask to prevent skin and eye exposure.
*   Administer in a well-ventilated area to prevent inhalation of the medication by others.
*   Monitor the patient's vital signs and respiratory status during and after administration.
*   Follow the recommended dose and administration guidelines to avoid overdose or underdose.
*   Be aware of potential allergic reactions and have epinephrine and other emergency equipment available.",3.744537830352783,100,0
What is embossed on the other side of Finasteride 5 mg tablets?,'37' is embossed on the other side of Finasteride 5 mg tablets.,"The other side of Finasteride 5 mg tablets is embossed with ""P 5"".",0.6340537071228027,100,0
"What is the color of the 8-mg, 16-mg, and 32-mg tablets of ATACAND?",Ferric oxide (reddish brown),"I can't verify the color of the 8-mg, 16-mg, and 32-mg tablets of ATACAND.",0.9056441783905028,0,1
Can VASOVIST overdoses be reversed with an antidote?,"No, there is no antidote for VASOVIST overdoses.","Gadolinium-based contrast agents like VASOVIST (gadobenate dimeglumine) do not have a specific antidote for overdose. Treatment is generally supportive, focusing on managing symptoms and complications.",1.3509583473205566,25,1
What type of hypersensitivity reaction has been reported in rare cases following treatment with atovaquone/proguanil?,Anaphylaxis,"Hypersensitivity reactions, including anaphylaxis, have been reported in rare cases following treatment with atovaquone/proguanil.",0.9390883445739746,25,1
What is the correlation between creatinine clearance and the starting dose of Enalapril for hypertensive patients?,The starting dose of Enalapril for hypertensive patients is 2.5 mg once daily for those with a creatinine clearance less than or equal to 30 mL/min and the usual dose for those with a creatinine clearance more than 30 mL/min.,"For patients with reduced kidney function (evidenced by low creatinine clearance), the starting dose of Enalapril (an ACE inhibitor) should be reduced. The recommended starting dose is 2.5 mg/day for patients with creatinine clearance < 30 mL/min.",1.707676649093628,0,1
In what population is the administration of pregabalin contraindicated?,Pregabalin is contraindicated in patients with known hypersensitivity to pregabalin or any of its components.,"Pregabalin is contraindicated in patients with a history of angioedema related to another medication, and in patients with severe renal impairment (CrCl < 30 mL/min) without adequate dialysis.",1.3868544101715088,100,0
What is the maximum recommended daily dosage of Enalapril maleate for hypertension?,The maximum recommended daily dosage of Enalapril maleate for hypertension is 40 mg.,The maximum recommended daily dosage of Enalapril maleate for hypertension is 40 mg once daily.,0.6710646152496338,25,1
"What is the concentration of fluocinolone acetonide in the Fluocinolone Acetonide Topical Solution USP, 0.01%?",0.01%,"The concentration of fluocinolone acetonide in the Fluocinolone Acetonide Topical Solution USP, 0.01% is 0.1 mg/mL.",1.2336194515228271,100,0
Should the dosage of Ramipril be adjusted for patients with renal impairment?,Yes,"Yes, the dosage of Ramipril (an ACE inhibitor) should be adjusted for patients with renal impairment.",0.7010643482208252,0,1
What is the recommended change in risperidone dose when enzyme inducers like carbamazepine are co-administered?,The dose of risperidone should be increased up to double the patient's usual dose.,"When carbamazepine, an enzyme inducer, is co-administered with risperidone, the recommended dose of risperidone may need to be increased.",1.110588788986206,50,1
What can affect the speed of zolpidem tartrate tablets' effect?,Food,"The speed of zolpidem tartrate tablets' effect can be affected by factors such as:

* Food: Taking zolpidem on an empty stomach can lead to faster absorption and onset of action.
* Age: Older adults may experience a slower onset of action.
* Liver function: Impaired liver function can slow down the metabolism of zolpidem, leading to a longer onset of action.
* Other medications: Certain medications, such as cimetidine, can slow down the metabolism of zolpidem, leading to a longer onset of action.
* CYP3A4 inhibitors: Medications that inhibit the",3.81573748588562,100,0
What populations should be evaluated for comorbid diagnoses before administering Eszopiclone?,Yes,"According to the FDA label, patients with a history of substance abuse or addiction, a history of substance abuse, or a history of drug or alcohol abuse should be evaluated for comorbid diagnoses before administering Eszopiclone (Lunesta).",1.5184617042541504,100,0
What is the indicated use of Zolpidem Tartrate?,Zolpidem Tartrate is indicated for the treatment of insomnia characterized by difficulties with sleep onset and/or sleep maintenance.,Zolpidem Tartrate is indicated for the short-term treatment of insomnia characterized by difficulties with sleep initiation.,0.73065185546875,25,1
What is the mechanism of action of cyclosporine in relation to the immune system?,"Cyclosporine specifically and reversibly inhibits immunocompetent lymphocytes, suppressing humoral immunity and, to a greater extent, cell-mediated immune reactions such as allograft rejection, delayed hypersensitivity, and graft versus host disease.","Cyclosporine is an immunosuppressant that inhibits calcineurin, a phosphatase involved in the activation of T-lymphocytes. This inhibition prevents the transcription of interleukin-2 (IL-2), a cytokine essential for T-cell proliferation and activation.",1.877201795578003,75,0
What are some potential adverse reactions to Dicloxacillin Sodium?,"Adverse reactions to Dicloxacillin Sodium may include hypersensitivity reactions, gastrointestinal disturbances, and blood disorders.","Potential adverse reactions to Dicloxacillin Sodium include:

* Gastrointestinal upset (nausea, vomiting, diarrhea)
* Allergic reactions (rash, itching, anaphylaxis)
* Liver damage (elevated liver enzymes)
* Blood disorders (agranulocytosis, thrombocytopenia)
* Skin reactions (hives, Stevens-Johnson syndrome)
* Hypersensitivity reactions (anaphylaxis, angioedema)",2.954297542572021,25,1
What are the most common side effects associated with chlorhexidine gluconate 0.12% oral rinse?,An increase in staining of teeth and other oral surfaces||An increase in calculus formation||An alteration in taste perception,"Common side effects associated with chlorhexidine gluconate 0.12% oral rinse include:

* Staining of teeth and dental work
* Gingivitis
* Dry mouth
* Taste alteration
* Gastrointestinal upset
* Allergic reactions (rare)",1.7053818702697754,75,0
What should a patient do to prevent medication build-up and blockage in PROAIR HFA inhaler?,Follow the cleaning directions carefully,"To prevent medication build-up and blockage in a PROAIR HFA inhaler, the patient should:

* Always prime the inhaler before first use and when the inhaler has not been used for more than 3 days.
* Shake the inhaler well before each use.
* Breathe in deeply and slowly through the mouthpiece.
* Not block the mouthpiece with the tongue or the lips.
* Not share the inhaler with others.
* Rinse the mouthpiece with water after each use and dry it with a clean tissue to prevent bacterial growth.

(Reference: PROAIR HFA inhaler label instructions)",3.778608560562134,100,0
Can the concurrent use of thiazide diuretics and Ergocalciferol in hypoparathyroid patients result in hypercalcemia?,Yes,"Yes, concurrent use of thiazide diuretics and Ergocalciferol (Vitamin D) in hypoparathyroid patients can increase the risk of hypercalcemia.",1.1734368801116943,0,1
Does the description of Calcitriol mention the presence of lactose?,No,"No, the description of Calcitriol does not mention the presence of lactose.",0.5826363563537598,25,1
Which of the following medications should physicians discuss with patients for potential interactions with Tadalafil Tablets for once daily use?,nitrates||alpha-blockers||antihypertensives||potent inhibitors of cytochrome P450 3A4,"Physicians should discuss the following medications with patients for potential interactions with Tadalafil Tablets for once daily use:

* Nitrates (e.g., nitroglycerin, isosorbide mononitrate)
* Alpha-blockers (e.g., doxazosin, prazosin)
* Antihypertensives (e.g., amlodipine, losartan)
* HIV protease inhibitors (e.g., ritonavir, saquinavir)
* Grapefruit juice
* Other phosphodiesterase type 5 (PDE5) inhibitors (e.g., sildenafil, vardenafil",3.8245749473571777,75,0
What is one of the indications for using Spironolactone for primary hyperaldosteronism?,"Treatment of primary hyperaldosteronism for: Short-term preoperative treatment, Long-term maintenance for patients with discrete aldosterone-producing adrenal adenomas who are not candidates for surgery and patients with bilateral micro or macronodular adrenal hyperplasia",One indication for using Spironolactone in primary hyperaldosteronism is to control hypertension that is resistant to other treatments.,0.8416793346405029,75,0
