prompt,reference_answer,answer,latency_seconds,hallucination_score,is_correct
What type of enzyme inhibitors can increase solifenacin exposure?,CYP3A4 Inhibitors,"CYP3A4 inhibitors, such as ketoconazole, can increase solifenacin exposure.",1.3705880641937256,-1,0
What effect does morphine have on gabapentin concentrations?,Morphine increases gabapentin concentrations.,"Morphine can increase the concentration of gabapentin in the body. Gabapentin is a substrate of the enzyme CYP2D6, and morphine is a CYP2D6 inhibitor. This means that morphine can decrease the metabolism of gabapentin, leading to increased concentrations of gabapentin in the body.",3.87167763710022,-1,0
What is the primary indication for Tramadol Hydrochloride tablets?,The primary indication for Tramadol Hydrochloride tablets is the management of pain severe enough to require an opioid analgesic and for which alternative treatments are inadequate.,The primary indication for Tramadol Hydrochloride tablets is the management of moderate to moderately severe pain in adults.,1.4818027019500732,-1,0
What conditions are Indomethacin extended-release capsules approved to treat?,"Indomethacin extended-release capsules are indicated for moderate to severe rheumatoid arthritis including acute flares of chronic disease, moderate to severe ankylosing spondylitis, moderate to severe osteoarthritis, and acute painful shoulder (bursitis and/or tendinitis).","Indomethacin extended-release capsules are approved to treat:

* Osteoarthritis
* Rheumatoid arthritis
* Ankylosing spondylitis
* Acute painful shoulder
* Bursitis
* Tendinitis
* Acute gouty arthritis
* Mild to moderate pain",3.644088506698608,-1,0
What is the starting dosage for patients 12 years of age and above?,The starting dosage for patients 12 years of age and above is 300 mg three times a day.,The starting dosage for patients 12 years of age and above is typically determined by the specific medication and the patient's individual needs. It's best to consult the medication's label or consult with a healthcare professional for specific guidance.,2.785533905029297,-1,0
What are the symptoms of Olanzapine overdose?,"Symptoms of Olanzapine overdose may include drowsiness, slurred speech, disorientation, disturbance in gait or balance, seizures, and loss of consciousness.","Symptoms of olanzapine overdose can include:

* Drowsiness or coma
* Confusion
* Disorientation
* Slurred speech
* Difficulty swallowing
* Drooping eyelids
* Decreased reflexes
* Seizures
* Respiratory depression
* Cardiac arrhythmias
* Hypotension
* Tachycardia

Note: This is not an exhaustive list, and medical professionals should be consulted for proper diagnosis and treatment.",5.479476690292358,-1,0
Does the concomitant use of celecoxib and anticoagulants increase the risk of serious bleeding?,Yes,"Yes, the concomitant use of celecoxib (a nonsteroidal anti-inflammatory drug) and anticoagulants (such as warfarin, heparin, or aspirin) can increase the risk of serious bleeding. Celecoxib can increase the risk of gastrointestinal bleeding, and anticoagulants can increase the risk of bleeding due to their anticoagulant effects. The combination of these medications can increase the risk of serious bleeding, including gastrointestinal bleeding, intracranial bleeding, and other types of bleeding.",6.19057822227478,-1,0
What was the effect of ESTRADIOL plus PROGESTIN on the risk of hip fracture in the WHI trial?,The effect of ESTRADIOL plus PROGESTIN on the risk of hip fracture in the WHI trial was not provided in the section.,"According to the Women's Health Initiative (WHI) trial, the combination of estrogen (estradiol) plus progestin increased the risk of hip fracture in postmenopausal women.",2.3457794189453125,-1,0
Which naproxen tablets contain ether as a solvent?,"Naproxen, USP","According to the FDA's database and various sources, Naproxen tablets that contain ether as a solvent are:

* Aleve (naproxen sodium) by Bayer
* Naprosyn (naproxen) by Pfizer

Please note that this information is subject to change and it's always best to check the label or consult with the manufacturer for the most up-to-date information.",4.572773694992065,-1,0
What patients are contraindicated to take Paroxetine due to the risk of serotonin syndrome?,"Patients taking, or within 14 days of stopping, MAOIs (including the MAOIs linezolid and intravenous methylene blue) are contraindicated to take Paroxetine due to the risk of serotonin syndrome.","Patients who are contraindicated to take Paroxetine (Paxil) due to the risk of serotonin syndrome are those who are currently taking or have recently taken:

* Other selective serotonin reuptake inhibitors (SSRIs) or serotonin-norepinephrine reuptake inhibitors (SNRIs)
* Monoamine oxidase inhibitors (MAOIs)
* Triptans, tramadol, or other serotonergic medications
* Certain antidepressants, such as venlafaxine or duloxetine
* St. John's Wort or other herbal supplements that may interact with serotonin levels

It's essential to carefully review",7.296296834945679,-1,0
Which specific drug interactions are discussed in the provided section?,The provided section does not specify any particular drug interactions.,"I'm happy to help! However, I don't see a provided section. Could you please provide the section you're referring to, and I'll do my best to answer your question about the specific drug interactions discussed?",2.594313621520996,-1,0
Does the clinical pharmacology section mention any effects of Ondansetron on the gastrointestinal system?,Yes,"Yes, the clinical pharmacology section of Ondansetron's prescribing information mentions that it can cause constipation, diarrhea, and abdominal pain as gastrointestinal side effects.",2.1960999965667725,-1,0
Is quetiapine approved for the treatment of dementia-related psychosis in the elderly?,No,"No, quetiapine is not approved by the US Food and Drug Administration (FDA) for the treatment of dementia-related psychosis in the elderly.",1.8513543605804443,-1,0
"According to study 028, what is the percentage of patients in the ZDV group who experienced HIV progression or death?",18.7,"According to study 028, 14% of patients in the ZDV (zidovudine) group experienced HIV progression or death.",1.7956607341766355,-1,0
What is the strength of the Stavudine Capsules available?,"The Stavudine Capsules are supplied for oral administration in strengths of 15, 20, 30, and 40 mg of stavudine.","The strength of Stavudine Capsules available in the market is 15mg, 20mg, 30mg, and 40mg.",2.013507604598999,-1,0
What is the risk of myocardial ischemia or infarction in patients taking Rizatriptan Benzoate?,"Yes, there is a risk of myocardial ischemia or infarction in patients with risk factors taking Rizatriptan Benzoate.","According to the prescribing information, the risk of myocardial ischemia or infarction in patients taking Rizatriptan Benzoate is not increased. However, as with any medication, it is essential to monitor patients with pre-existing cardiovascular disease or risk factors for cardiovascular disease.",3.289716482162476,-1,0
What is the lethal dose of Enalapril Maleate in mice and rats?,"Single oral doses of enalapril above 1,000 mg/kg were associated with lethality in mice and ≥1,775 mg/kg were associated with lethality in rats.","According to the manufacturer's data, the lethal dose of Enalapril Maleate in mice is 1000-2000 mg/kg and in rats is 2000-4000 mg/kg.",2.433262348175049,-1,0
What is the active ingredient in the drug rizatriptan benzoate?,rizatriptan,The active ingredient in the drug rizatriptan benzoate is rizatriptan.,1.3687701225280762,-1,0
Should indomethacin be used in patients with a recent myocardial infarction (MI)?,No,"According to the American Heart Association and the American College of Cardiology, indomethacin is generally contraindicated in patients with a recent myocardial infarction (MI) due to its potential to increase the risk of cardiac arrhythmias, hypertension, and cardiac failure.",3.4789822101593018,-1,0
What should be done in case of potassium chloride overdose?,"The section advises to seek emergency medical help immediately in case of overdose, but it does not provide specific instructions.","In case of potassium chloride overdose, the following steps should be taken:

* Discontinue the infusion immediately
* Administer calcium gluconate to help counteract the effects of hyperkalemia (high potassium levels)
* Monitor the patient's ECG and cardiac status closely
* Consider hemodialysis or hemofiltration if the patient's potassium levels remain elevated despite calcium treatment
* Provide supportive care, such as cardiac monitoring and management of any cardiac arrhythmias.",5.6305131912231445,-1,0
What is the mechanism of action of Cefuroxime axetil?,Cefuroxime axetil works by inhibiting the bacterial cell wall synthesis,"Cefuroxime axetil is a beta-lactam antibiotic that works by inhibiting bacterial cell wall synthesis. It achieves this by binding to penicillin-binding proteins, thereby preventing the formation of a bacterial cell wall, ultimately leading to bacterial death.",3.0629868507385254,-1,0
What are the most common adverse reactions to this combination oral contraceptive?,"The most common adverse reactions (>2%) are premenstrual syndrome (13.2%), headache/migraine (10.7%), breast pain/tenderness/discomfort (8.3%), nausea/vomiting (4.5%), and abdominal pain/tenderness/discomfort (2.3%).","The most common adverse reactions to combination oral contraceptives (OCs) include:

* Nausea and vomiting
* Breast tenderness or swelling
* Headache
* Mood changes (e.g., anxiety, depression)
* Fatigue
* Bloating or weight gain
* Spotting or breakthrough bleeding
* Increased blood pressure

Please note that this is not an exhaustive list, and individual reactions may vary. It's essential to discuss any concerns or questions with a healthcare provider.",5.5167076587677,-1,0
Did the nonclinical toxicity studies for divalproex sodium identify any potential for reproductive toxicity?,"Yes, the nonclinical toxicity studies for divalproex sodium identified reproductive toxicity.","According to the FDA-approved labeling and various scientific sources, the nonclinical toxicity studies for divalproex sodium (Depakote) did not identify any potential for reproductive toxicity.",2.2553632259368896,-1,0
"According to the provided section, what is the recommended action for patients with dehydration taking metformin hydrochloride?",The recommended action for patients with dehydration taking metformin hydrochloride is to use with caution and perform regular monitoring of renal function,"I'm happy to help! However, I don't see any provided section or information about metformin hydrochloride. Could you please provide the relevant information or context so I can assist you accurately?",2.438564777374268,-1,0
What should be monitored during Norethindrone use?,"Liver function, gallbladder function, and blood clotting parameters should be monitored during Norethindrone use.","During Norethindrone use, the following should be monitored:

* Blood pressure
* Weight
* Liver function tests
* Electrolyte levels
* Blood sugar levels (in diabetics)
* Thrombotic events (e.g., blood clots)
* Mood changes
* Breast tenderness or changes
* Abnormal vaginal bleeding
* Changes in menstrual bleeding patterns

It's essential to follow the instructions provided by your healthcare provider and report any concerns or side effects to them.",5.898332118988037,-1,0
In which patients is the use of Cisplatin contraindicated due to the risk of worsening pre-existing conditions?,"Cisplatin is contraindicated in patients with pre-existing renal impairment, myelosuppressed patients, and patients with hearing impairment.","Cisplatin is contraindicated in patients with pre-existing conditions such as:

* Severe kidney impairment (creatinine clearance <30 mL/min)
* Severe hearing loss or tinnitus
* Severe peripheral neuropathy
* Active or recent gastrointestinal obstruction
* Severe myelosuppression (bone marrow depression)

Note: Cisplatin can exacerbate these conditions, and alternative treatments should be considered in these patients.",5.370830535888672,-1,0
What is the strength of pentetate calcium trisodium in a single-use ampoule?,1000 mg / 5 mL,"According to the manufacturer's label, a single-use ampoule of pentetate calcium trisodium typically contains 500 mg of pentetate calcium trisodium.",2.126768112182617,-1,0
Does the section mention any specific monitoring requirements for patients using PredniSONE?,No,"Yes, the section mentions that patients using PredniSONE should be monitored for signs of adrenal insufficiency, such as nausea, vomiting, fatigue, and hypotension, especially during periods of stress or trauma.",2.726121187210083,-1,0
What symptoms may indicate gastrointestinal ischemic events or peripheral vasospastic reactions after administering Rizatriptan Benzoate?,Gastrointestinal ischemic events and peripheral vasospastic reactions may be indicated by gastrointestinal symptoms or peripheral vasospastic reactions,"Symptoms that may indicate gastrointestinal ischemic events or peripheral vasospastic reactions after administering Rizatriptan Benzoate (Maxalt) include:

* Abdominal pain or cramping
* Nausea and vomiting
* Diarrhea
* Chest pain or tightness
* Cold or clammy skin
* Pale or blue-tinged skin
* Fingers or toes that are cold or numb
* Tingling or numbness in the fingers or toes

If you experience any of these symptoms, seek medical attention immediately.",6.42135500907898,-1,0
What is the maximum single dose of sapropterin dihydrochloride that was reported to cause mild headache and mild dizziness in a patient?,"The maximum single dose of sapropterin dihydrochloride that was reported to cause mild headache and mild dizziness in a patient is 4,500 mg (36 mg/kg).","According to the prescribing information, the maximum single dose of sapropterin dihydrochloride that was reported to cause mild headache and mild dizziness in a patient is 400 mg.",2.288003921508789,-1,0
Does bexarotene have any effect on the metabolism of other drugs?,The provided section does not contain information on bexarotene's effect on the metabolism of other drugs.,"Yes, bexarotene, a topical medication used to treat psoriasis, can interact with other medications by altering their metabolism. It is a potent inducer of the cytochrome P450 (CYP) enzyme system, particularly CYP3A4, which can lead to increased metabolism and reduced plasma concentrations of certain medications, such as warfarin, cyclosporine, and simvastatin. This may result in decreased efficacy or increased risk of adverse effects.",5.484710454940796,-1,0
What is the recommended dosage adjustment for elderly patients using fluconazole?,"No, there is no specific dosage adjustment recommended for elderly patients using fluconazole, but caution should be exercised due to the potential for increased exposure and risk of adverse reactions.","For elderly patients, the recommended dosage adjustment for fluconazole is a reduced dose, typically 50% of the standard adult dose, due to potential increased risk of adverse effects and altered pharmacokinetics in this population.",2.9174978733062744,-1,0
What is the maximum daily dosage of Enalapril Maleate for hypertension?,40 mg per day,The maximum daily dosage of Enalapril Maleate for hypertension is 40 mg.,1.2144033908843994,-1,0
What adverse event has been reported in patients taking concomitant angiotensin-converting enzyme inhibitors and Activase?,Angioedema,Hypotension.,0.5320801734924316,-1,0
How soluble is tavaborole in water?,Tavaborole is slightly soluble in water.,Tavaborole is a water-soluble antifungal agent.,1.0534000396728516,-1,0
What is the solubility of Alprazolam USP in water?,Alprazolam USP has no appreciable solubility in water at physiological pH.,"According to the USP Pharmacopeial Convention, the solubility of Alprazolam USP in water is 0.1 mg/mL at 25°C.",2.29721474647522,-1,0
Does hemodialysis alter the serum half-life of doxycycline?,No,"Yes, hemodialysis can alter the serum half-life of doxycycline. Doxycycline is a tetracycline antibiotic that is partially removed by hemodialysis, which can reduce its serum concentration and half-life.",2.860169649124145,-1,0
Does diclofenac sodium have any effect on the patient's coordination?,Not specified in the provided section.,"According to the medication label and medical literature, diclofenac sodium, a nonsteroidal anti-inflammatory drug (NSAID), can cause dizziness, drowsiness, and vertigo as a potential side effect. However, it is not typically associated with significant effects on coordination.",3.562028408050537,-1,0
What is the recommended starting oral dosage of alprazolam tablets for geriatric patients?,"0.25 mg, given 2 or 3 times daily",The recommended starting oral dosage of alprazolam tablets for geriatric patients is 0.25-0.5 mg once daily.,1.7975246906280518,-1,0
Can Aripiprazole cause Seizures/Convulsions?,Yes,"Yes, aripiprazole (Abilify) can cause seizures and convulsions, particularly in high doses or in combination with other medications that lower the seizure threshold. According to the prescribing information, the risk of seizures is increased in patients with a history of seizure disorders, head trauma, or CNS infections.",3.839603900909424,-1,0
What reactions have been observed in patients with a hypersensitivity to Levetiracetam?,Reactions have included anaphylaxis and angioedema.,"Patients with a hypersensitivity to levetiracetam have reported reactions such as:

* Skin rash
* Urticaria (hives)
* Angioedema (swelling of the face, lips, tongue, or throat)
* Stevens-Johnson syndrome (a severe skin and mucous membrane disorder)
* Toxic epidermal necrolysis (a severe skin reaction)
* Anaphylaxis (a severe, life-threatening allergic reaction)

Note: These reactions are rare, but can be serious and require immediate medical attention.",6.419085741043091,-1,0
What kind of interactions can occur when Bethanechol Chloride is given to patients who are receiving ganglion blocking compounds?,"Yes, a critical fall in blood pressure may occur, and severe abdominal symptoms can appear before this occurs.","When Bethanechol Chloride is given to patients who are receiving ganglion blocking compounds, it can cause a decrease in the anticholinergic effects of the ganglion blocking compounds, which may lead to an increase in the frequency and severity of bradycardia (slow heart rate) and hypotension (low blood pressure).",3.9471516609191895,-1,0
What is the first step in managing systemic toxic reactions to Bupivacaine Hydrochloride Injection/Bupivacaine Hydrochloride and Epinephrine Injection?,"The first step in managing systemic toxic reactions to Bupivacaine Hydrochloride Injection/Bupivacaine Hydrochloride and Epinephrine Injection is immediate if necessary, use drugs to manage the convulsions. A bolus intravenous dose of a benzodiazepine will counteract CNS stimulation related to Bupivacaine Hydrochloride Injection. Immediately after the institution of ventilatory measures, evaluate the adequacy of the circulation.","The first step in managing systemic toxic reactions to Bupivacaine Hydrochloride Injection/Bupivacaine Hydrochloride and Epinephrine Injection is to administer epinephrine, if not already done, and provide supportive care, including oxygen, airway management, and cardiovascular support as needed.",3.706021785736084,-1,0
"Does pregabalin bind directly to GABAA, GABAB, or benzodiazepine receptors?",No,"Pregabalin binds to the alpha2delta subunit of voltage-gated calcium channels, not directly to GABAA, GABAB, or benzodiazepine receptors.",2.28498911857605,-1,0
"What are the three active ingredients in Butalbital, Acetaminophen and Caffeine Tablets, USP?","Butalbital, Acetaminophen and Caffeine","The three active ingredients in Butalbital, Acetaminophen and Caffeine Tablets, USP are:

1. Butalbital (a barbiturate)
2. Acetaminophen (a pain reliever and fever reducer)
3. Caffeine (a stimulant)",3.630744218826294,-1,0
What is the osmolality of moxifloxacin ophthalmic solution?,Approximately 290 mOsm/kg,The osmolality of moxifloxacin ophthalmic solution is approximately 300-350 mOsm/L.,1.5834720134735107,-1,0
Does the section provide the dosage for Amoxicillin in the treatment of H. pylori?,No,"No, the section does not provide the dosage for Amoxicillin in the treatment of H. pylori.",1.454718828201294,-1,0
"Which inactive ingredients are present in rosuvastatin tablets, USP 10, 20, and 40 mg?","Each film coated tablet of rosuvastatin tablets, USP 10, 20, and 40 mg contains microcrystalline cellulose, lactose monohydrate, anhydrous lactose, crospovidone, magnesium oxide, magnesium stearate, hypromellose, triacetin, titanium dioxide, FD & C yellow No. 6, FD & C red No. 40, and FD & C blue No.1.","According to the FDA-approved label, rosuvastatin tablets, USP 10, 20, and 40 mg contain the following inactive ingredients:

* 10 mg: lactose monohydrate, microcrystalline cellulose, croscarmellose sodium, magnesium stearate, and silica.
* 20 mg: lactose monohydrate, microcrystalline cellulose, croscarmellose sodium, magnesium stearate, silica, and hypromellose.
* 40 mg: lactose monohydrate, microcrystalline cellulose",7.310574054718018,-1,0
Are there any non-clinical studies that have been conducted on Divalproex Sodium?,Yes,"Yes, there have been non-clinical studies conducted on Divalproex Sodium. According to the US National Library of Medicine's PubMed database, there are numerous in vitro and in vivo studies on the pharmacological and toxicological effects of Divalproex Sodium, as well as its effects on various biological systems, such as neurotransmission, gene expression, and cancer cell growth.",4.368457794189453,-1,0
What is the effect of Famotidine on the pH of the pancreatic juice?,Famotidine has no significant effect on the pH of the pancreatic juice.,"Famotidine, a histamine-2 (H2) receptor antagonist, has no direct effect on the pH of pancreatic juice.",1.7771670818328855,-1,0
Is Divalproex Sodium indicated for the treatment of epilepsy?,Yes,"Yes, Divalproex Sodium (Depakote) is indicated for the treatment of epilepsy, including simple and complex seizures, and for the prevention of migraines.",2.0622754096984863,-1,0
In whom is the use of ZETONNA contraindicated?,ZETONNA is contraindicated in patients with a known hypersensitivity to ciclesonide or any of the ingredients of ZETONNA.,"According to the FDA-approved label, ZETONNA (olanzapine pamoate injection) is contraindicated in patients with known hypersensitivity to olanzapine or any of its ingredients.",2.611139297485352,-1,0
Is this drug combination indicated for infections caused by Pseudomonas aeruginosa?,Yes,"No, the drug combination you are referring to is not specifically indicated for infections caused by Pseudomonas aeruginosa.",1.588459014892578,-1,0
How many micrograms of triamcinolone acetonide are there in each spray of the nasal spray?,55,"According to the label, each spray of Nasacort Allergy 24HR Nasal Spray contains 120 micrograms of triamcinolone acetonide.",2.075725078582764,-1,0
Does the adverse reaction section of Metronidazole mention any metabolic adverse reactions?,No,"Yes, the adverse reaction section of Metronidazole's prescribing information mentions metabolic adverse reactions, including:

* Hypoglycemia
* Hyperglycemia
* Hypothyroidism
* Hyperthyroidism

Source: FDA-approved labeling for Metronidazole (Flagyl)",3.670465469360352,-1,0
What is the role of comprehensive cardiovascular risk management in the treatment of hypertension?,"Control of high blood pressure should be part of comprehensive cardiovascular risk management, including, as appropriate, lipid control, diabetes management, antithrombotic therapy, smoking cessation, exercise, and limited sodium intake.","Comprehensive cardiovascular risk management is a crucial aspect of hypertension treatment. It involves identifying and addressing multiple risk factors beyond blood pressure control, such as:

* Lipid profile management
* Diabetes management
* Smoking cessation
* Physical activity promotion
* Healthy diet and weight management
* Stress reduction
* Sleep apnea treatment
* Medication adherence

This approach helps to reduce the risk of cardiovascular events, such as heart attacks, strokes, and kidney disease, and improves overall cardiovascular health.",5.716678142547607,-1,0
What is the increase in area-under-the-curve when the dose of diltiazem hydrochloride extended-release capsules is increased from 240 mg to 360 mg daily?,"When the dose of diltiazem hydrochloride extended-release capsules is increased from 240 mg to 360 mg daily, there is an increase in area-under-the-curve of 1.8 times.","According to the prescribing information, the area under the curve (AUC) of diltiazem hydrochloride extended-release capsules increases by approximately 25% when the dose is increased from 240 mg to 360 mg daily.",2.778754234313965,-1,0
What is the consequence of a hypersensitivity reaction to aripiprazole?,Aripiprazole tablets are contraindicated in patients with a history of a hypersensitivity reaction to aripiprazole.,"A hypersensitivity reaction to aripiprazole, an antipsychotic medication, can cause anaphylaxis, angioedema, urticaria, pruritus, and Stevens-Johnson syndrome.",2.858970642089844,-1,0
What is the formulation of the 320 mg/25 mg tablet?,Valsartan 320 mg and hydrochlorothiazide 25 mg,The formulation of the 320 mg/25 mg tablet is Aspirin 320mg and extended-release dipyridamole 25mg.,1.8497638702392576,-1,0
What is the drug class of glycopyrrolate oral solution?,"The question cannot be answered with the provided information. The section provided is the indications and usage section of the FDA label, it does not contain information about the drug class of the drug.","Glycopyrrolate oral solution is an anticholinergic medication, specifically a muscarinic receptor antagonist.",1.532963514328003,-1,0
Can gemcitabine use lead to capillary leak syndrome?,"Yes, as mentioned in the 'Capillary leak syndrome' section of the WARNINGS AND PRECAUTIONS section.","Yes, gemcitabine, a chemotherapy medication, can cause capillary leak syndrome, a rare but potentially life-threatening condition characterized by increased vascular permeability, leading to fluid extravasation and edema.",2.657609701156616,-1,0
What was the incidence of rhabdomyolysis in patients on 80 mg/day of simvastatin in a clinical trial?,Approximately 0.4%,"According to the Heart Protection Study (2002), the incidence of rhabdomyolysis in patients taking 80 mg/day of simvastatin was 0.2% (1 in 500).",2.5569851398468018,-1,0
What are the potential sources of toxicity in an acute overdosage of oxycodone and acetaminophen?,Toxicity in an acute overdosage of oxycodone and acetaminophen may result from the oxycodone or the acetaminophen.,"The potential sources of toxicity in an acute overdosage of oxycodone and acetaminophen are:

* Oxycodone: respiratory depression, hypotension, and cardiac arrest
* Acetaminophen: liver damage and potential liver failure, as well as kidney damage and potential kidney failure.",3.908748388290405,-1,0
What is the chemical formula of tavaborole?,The chemical formula of tavaborole is C7H6FNO.,The chemical formula of tavaborole is C16H18N2O4.,1.1594133377075195,-1,0
"For which anxiety disorder is buspirone hydrochloride tablets indicated, as mentioned in the provided section?",Buspirone hydrochloride tablets are indicated for the management of Generalized Anxiety Disorder (GAD).,"According to the provided section, buspirone hydrochloride tablets are indicated for the relief of symptoms of anxiety, specifically for the treatment of chronic anxiety.",1.906911849975586,-1,0
What is the recommended action for patients with a history of palpitations before administering Trimipramine Maleate?,Yes,"According to the prescribing information, patients with a history of cardiac arrhythmias, including palpitations, should be carefully monitored while taking Trimipramine Maleate (Surmontil). It is recommended to start with a low dose and gradually increase as needed and tolerated, while monitoring for any signs of arrhythmias or other adverse effects.",3.8929595947265625,-1,0
What is the maximum recommended daily dosage of Duloxetine delayed-release capsules for the treatment of chronic musculoskeletal pain in adults?,The maximum recommended daily dosage is 60 mg once daily.,"According to the prescribing information, the maximum recommended daily dosage of Duloxetine delayed-release capsules for the treatment of chronic musculoskeletal pain in adults is 60 mg once daily.",2.123260736465454,-1,0
Is Duloxetine mainly excreted unchanged in urine?,No,"No, Duloxetine is not mainly excreted unchanged in urine. It is metabolized by the liver and excreted primarily in the urine as metabolites, with only a small amount (less than 5%) excreted unchanged.",2.8608195781707764,-1,0
"Should LUNESTA be taken with or immediately after a heavy, high-fat meal?",No,"According to the prescribing information, LUNESTA (eszopiclone) should be taken immediately before bedtime, and it's recommended to take it with a light meal or snack. Taking it with a heavy, high-fat meal may delay the onset of sleep and reduce the effectiveness of the medication.",3.4983785152435303,-1,0
"How many randomized patients were in Study 1, and what were the mean age and disease duration?","There were 1088 randomized patients in Study 1, with a mean age of 38 years and a mean disease duration of 5 years.",I'm happy to help!,0.6734366416931152,-1,0
What is the recommended treatment for glycopyrrolate overdosage?,"Treatment for glycopyrrolate overdosage includes maintaining an open airway, managing acute conditions such as hyperthermia, coma, seizures, and jerky myoclonic movements, administering a quaternary ammonium anticholinesterase such as neostigmine, and activated charcoal as appropriate.","The recommended treatment for glycopyrrolate overdosage is supportive care, which may include:

* Monitoring vital signs and respiratory status
* Providing oxygen therapy if necessary
* Administering fluids and electrolytes to prevent dehydration and electrolyte imbalances
* Managing respiratory depression with mechanical ventilation if necessary
* Antidotes are not typically recommended for glycopyrrolate overdosage, as it is not a reversible antagonist.",4.95005464553833,-1,0
Does Divalproex Sodium have an active metabolite?,Yes,"Yes, Divalproex Sodium has an active metabolite called valproic acid.",1.2985403537750244,-1,0
"Does Methadone Hydrochloride undergo N-demethylation to form its active metabolite, normethadone?",Yes,"Yes, Methadone Hydrochloride undergoes N-demethylation to form its active metabolite, normethadone.",1.649815797805786,-1,0
What is the effect of olanzapine on the QTc interval?,Olanzapine is not expected to prolong the QTc interval based on its pharmacology.,"Olanzapine has been shown to prolong the QTc interval, which can increase the risk of torsades de pointes and other arrhythmias, particularly in patients with pre-existing QT prolongation or other risk factors.",2.642659902572632,-1,0
Is it acceptable to take two doses of duloxetine hydrochloride at the same time if a dose is missed?,No,"No, it is not recommended to take two doses of duloxetine hydrochloride at the same time if a dose is missed. If a dose is missed, take the missed dose as soon as possible, but not later than 12 hours after the missed dose. Do not double the dose.",3.4042892456054688,-1,0
What is the highest recommended dosage of Duloxetine Delayed-Release Capsules for the treatment of chronic musculoskeletal pain in adults?,The highest recommended dosage of Duloxetine Delayed-Release Capsules for the treatment of chronic musculoskeletal pain in adults is 60 mg once daily.,"According to the prescribing information, the recommended dosage of Duloxetine Delayed-Release Capsules for the treatment of chronic musculoskeletal pain in adults is 60 mg once daily.",2.24975323677063,-1,0
What is the dosage strength of Cefixime Capsules?,Cefixime Capsules are available in the strength of 400 mg.,"The dosage strength of Cefixime Capsules varies depending on the country and brand. In the United States, the typical dosage strengths are 100mg, 200mg, and 400mg.",2.4245760440826416,-1,0
Does levofloxacin exist as a zwitterion at pH conditions in the small intestine?,Yes,"Yes, levofloxacin, a fluoroquinolone antibiotic, exists as a zwitterion at pH conditions in the small intestine, which is slightly alkaline (pH 7.4-8.4).",2.7053582668304443,-1,0
Is Paroxetine Hydrochloride Hemihydrate classified as a controlled substance?,No,"Yes, Paroxetine Hydrochloride Hemihydrate (Paxil) is a controlled substance, specifically a Schedule IV controlled substance in the United States, as classified by the Drug Enforcement Administration (DEA).",2.586272716522217,-1,0
Does isopropyl alcohol have any nonclinical toxicity studies performed on it?,Yes,"Yes, isopropyl alcohol (IPA) has been extensively studied for its nonclinical toxicity. According to the Agency for Toxic Substances and Disease Registry (ATSDR), IPA has been tested in various animal studies, including acute and subchronic toxicity studies, reproductive toxicity studies, and genotoxicity studies. These studies have shown that IPA can cause adverse effects in animals, including neurological, reproductive, and developmental toxicity, as well as genotoxicity.",5.453540563583374,-1,0
Does Mycophenolate mofetil have an active metabolite?,Yes,"Yes, Mycophenolate mofetil has an active metabolite called mycophenolic acid (MPA).",1.681896448135376,-1,0
Can the dose be titrated for the treatment of hypertension with Doxazosin?,Yes,"Yes, the dose of Doxazosin can be titrated for the treatment of hypertension.",1.3238396644592283,-1,0
For which medical condition is bupropion hydrochloride extended-release tablets (SR) indicated?,Bupropion hydrochloride extended-release tablets (SR) are indicated for the treatment of major depressive disorder (MDD).,Bupropion hydrochloride extended-release tablets (SR) are indicated for the treatment of major depressive disorder (MDD) and for the prevention of seasonal affective disorder (SAD).,2.474714756011963,-1,0
"Based on the 'Warnings and Precautions' section, are there any warnings or precautions listed for the drug water?",No.,"There is no ""Warnings and Precautions"" section for the drug ""water"" because water is not a medication. It is a natural substance that is essential for human survival.",2.1759583950042725,-1,0
What percentage of patients experience adverse reactions to Calcium Acetate?,"The text does not provide specific percentages of patients that experience adverse reactions to Calcium Acetate, only mentioning that the most common (>10%) adverse reactions are hypercalcemia, nausea and vomiting.","According to the prescribing information, the most common adverse reactions to Calcium Acetate (25% of patients) are nausea, vomiting, and abdominal pain. The overall incidence of adverse reactions is reported to be around 20-30%.",3.020050287246704,-1,0
What warnings and precautions related to ophthalmic adverse reactions are mentioned for the use of Calcipotriene and Betamethasone dipropionate?,Ophthalmic Adverse Reactions,"According to the prescribing information, the warnings and precautions related to ophthalmic adverse reactions for the use of Calcipotriene and Betamethasone dipropionate (Diprolene ointment) include:

* Cataracts: Long-term use of corticosteroids, including Betamethasone dipropionate, may increase the risk of cataracts.
* Glaucoma: Prolonged use of corticosteroids, including Betamethasone dipropionate, may increase the risk of glaucoma.
* Ophthalmic infections: Topical corticosteroids, including",7.290459871292114,-1,0
What are the most commonly observed adverse reactions in MDD patients treated with TRINTELLIX in 6 to 8 week placebo-controlled studies?,"Nausea, constipation and vomiting","According to the FDA-approved label and clinical trials, the most commonly observed adverse reactions in MDD patients treated with TRINTELLIX (vortioxetine) in 6 to 8 week placebo-controlled studies include:

* Nausea (10.3% vs. 4.7% placebo)
* Dizziness (8.1% vs. 3.3% placebo)
* Insomnia (7.5% vs. 3.3% placebo)
* Fatigue (6.4% vs. 3.3% placebo)
* Headache (6.1% vs. 4.7",7.318061828613281,-1,0
